Threshold,	Accuracy Rate,		Type I Error,		Type II Error
0.44,		0.7988235294117647,	0.1988235294117647,	0.002352941176470588
0.45,		0.7988235294117647,	0.1988235294117647,	0.002352941176470588
0.46,		0.8,	0.1976470588235294,	0.002352941176470588
0.47,		0.8,	0.1976470588235294,	0.002352941176470588
0.48,		0.8,	0.1976470588235294,	0.002352941176470588
0.49,		0.8011764705882353,	0.19647058823529412,	0.002352941176470588
0.5,		0.8035294117647059,	0.19411764705882353,	0.002352941176470588
0.51,		0.8047058823529412,	0.19294117647058823,	0.002352941176470588
0.52,		0.8058823529411765,	0.19176470588235295,	0.002352941176470588
0.53,		0.8070588235294117,	0.19058823529411764,	0.002352941176470588
0.54,		0.8094117647058824,	0.18823529411764706,	0.002352941176470588
0.55,		0.8105882352941176,	0.18705882352941178,	0.002352941176470588
0.56,		0.8141176470588235,	0.18352941176470589,	0.002352941176470588
0.57,		0.8176470588235294,	0.18,	0.002352941176470588
0.58,		0.82,	0.1776470588235294,	0.002352941176470588
0.59,		0.82,	0.1776470588235294,	0.002352941176470588
0.6,		0.8258823529411765,	0.17058823529411765,	0.0035294117647058825
0.61,		0.831764705882353,	0.16470588235294117,	0.0035294117647058825
0.62,		0.8364705882352941,	0.16,	0.0035294117647058825
0.63,		0.8376470588235294,	0.15764705882352942,	0.004705882352941176
0.64,		0.84,	0.15529411764705883,	0.004705882352941176
0.65,		0.8482352941176471,	0.14705882352941177,	0.004705882352941176
0.66,		0.8552941176470589,	0.14,	0.004705882352941176
0.67,		0.8647058823529412,	0.12941176470588237,	0.0058823529411764705
0.68,		0.8741176470588236,	0.12,	0.0058823529411764705
0.69,		0.8811764705882353,	0.11294117647058824,	0.0058823529411764705
0.7,		0.8870588235294118,	0.10705882352941176,	0.0058823529411764705
0.71,		0.8894117647058823,	0.10470588235294118,	0.0058823529411764705
0.72,		0.8905882352941177,	0.10352941176470588,	0.0058823529411764705
0.73,		0.8941176470588236,	0.1,	0.0058823529411764705
0.74,		0.8964705882352941,	0.0976470588235294,	0.0058823529411764705
0.75,		0.9,	0.09411764705882353,	0.0058823529411764705
0.76,		0.9023529411764706,	0.09058823529411765,	0.007058823529411765
0.77,		0.908235294117647,	0.08352941176470588,	0.00823529411764706
0.78,		0.9164705882352941,	0.07529411764705882,	0.00823529411764706
0.79,		0.9188235294117647,	0.07176470588235294,	0.009411764705882352
0.8,		0.9258823529411765,	0.06352941176470588,	0.010588235294117647
0.81,		0.9317647058823529,	0.05529411764705883,	0.012941176470588235
0.82,		0.9376470588235294,	0.047058823529411764,	0.015294117647058824
0.83,		0.94,	0.04470588235294118,	0.015294117647058824
0.84,		0.9388235294117647,	0.042352941176470586,	0.018823529411764704
0.85,		0.9388235294117647,	0.04,	0.021176470588235293
0.86,		0.9376470588235294,	0.03764705882352941,	0.024705882352941175
0.87,		0.9388235294117647,	0.03529411764705882,	0.02588235294117647
0.88,		0.9388235294117647,	0.03529411764705882,	0.02588235294117647
0.89,		0.94,	0.03411764705882353,	0.02588235294117647
0.9,		0.9423529411764706,	0.03176470588235294,	0.02588235294117647
0.91,		0.9447058823529412,	0.029411764705882353,	0.02588235294117647
0.92,		0.9458823529411765,	0.024705882352941175,	0.029411764705882353
0.93,		0.9447058823529412,	0.02235294117647059,	0.03294117647058824
0.94,		0.9388235294117647,	0.021176470588235293,	0.04
0.95,		0.9329411764705883,	0.015294117647058824,	0.05176470588235294
0.96,		0.9258823529411765,	0.012941176470588235,	0.0611764705882353
0.97,		0.9176470588235294,	0.00823529411764706,	0.07411764705882352
0.98,		0.9152941176470588,	0.0035294117647058825,	0.0811764705882353
0.99,		0.9047058823529411,	0.001176470588235294,	0.09411764705882353
