Threshold,	Accuracy Rate,		Type I Error,		Type II Error
0.48,		0.6976470588235294,	0.3023529411764706,	0.0
0.49,		0.711764705882353,	0.28823529411764703,	0.0
0.5,		0.72,	0.28,	0.0
0.51,		0.7294117647058823,	0.27058823529411763,	0.0
0.52,		0.7447058823529412,	0.25529411764705884,	0.0
0.53,		0.7564705882352941,	0.24352941176470588,	0.0
0.54,		0.7658823529411765,	0.23411764705882354,	0.0
0.55,		0.7717647058823529,	0.22823529411764706,	0.0
0.56,		0.7847058823529411,	0.21529411764705883,	0.0
0.57,		0.788235294117647,	0.21058823529411766,	0.001176470588235294
0.58,		0.7964705882352942,	0.2023529411764706,	0.001176470588235294
0.59,		0.8,	0.1988235294117647,	0.001176470588235294
0.6,		0.808235294117647,	0.18941176470588236,	0.002352941176470588
0.61,		0.8164705882352942,	0.1811764705882353,	0.002352941176470588
0.62,		0.8270588235294117,	0.17058823529411765,	0.002352941176470588
0.63,		0.8294117647058824,	0.16705882352941176,	0.0035294117647058825
0.64,		0.8364705882352941,	0.16,	0.0035294117647058825
0.65,		0.8411764705882353,	0.15529411764705883,	0.0035294117647058825
0.66,		0.8541176470588235,	0.1423529411764706,	0.0035294117647058825
0.67,		0.8635294117647059,	0.13294117647058823,	0.0035294117647058825
0.68,		0.8694117647058823,	0.12705882352941175,	0.0035294117647058825
0.69,		0.8788235294117647,	0.11764705882352941,	0.0035294117647058825
0.7,		0.8835294117647059,	0.11294117647058824,	0.0035294117647058825
0.71,		0.888235294117647,	0.10823529411764705,	0.0035294117647058825
0.72,		0.8929411764705882,	0.10352941176470588,	0.0035294117647058825
0.73,		0.8976470588235295,	0.0988235294117647,	0.0035294117647058825
0.74,		0.9047058823529411,	0.09058823529411765,	0.004705882352941176
0.75,		0.908235294117647,	0.08705882352941176,	0.004705882352941176
0.76,		0.9094117647058824,	0.08352941176470588,	0.007058823529411765
0.77,		0.9152941176470588,	0.07647058823529412,	0.00823529411764706
0.78,		0.9188235294117647,	0.07294117647058823,	0.00823529411764706
0.79,		0.9211764705882353,	0.06941176470588235,	0.009411764705882352
0.8,		0.9258823529411765,	0.06470588235294118,	0.009411764705882352
0.81,		0.9317647058823529,	0.05647058823529412,	0.011764705882352941
0.82,		0.9352941176470588,	0.052941176470588235,	0.011764705882352941
0.83,		0.9376470588235294,	0.04941176470588235,	0.012941176470588235
0.84,		0.9376470588235294,	0.04588235294117647,	0.01647058823529412
0.85,		0.9388235294117647,	0.042352941176470586,	0.018823529411764704
0.86,		0.9376470588235294,	0.03882352941176471,	0.023529411764705882
0.87,		0.94,	0.03294117647058824,	0.027058823529411764
0.88,		0.9388235294117647,	0.029411764705882353,	0.03176470588235294
0.89,		0.9364705882352942,	0.027058823529411764,	0.036470588235294116
0.9,		0.9364705882352942,	0.02,	0.04352941176470588
0.91,		0.9388235294117647,	0.01411764705882353,	0.047058823529411764
0.92,		0.9329411764705883,	0.011764705882352941,	0.05529411764705883
0.93,		0.9294117647058824,	0.009411764705882352,	0.0611764705882353
0.94,		0.9223529411764706,	0.00823529411764706,	0.06941176470588235
0.95,		0.9152941176470588,	0.0058823529411764705,	0.07882352941176471
0.96,		0.9094117647058824,	0.004705882352941176,	0.08588235294117647
0.97,		0.9094117647058824,	0.001176470588235294,	0.08941176470588236
0.98,		0.9035294117647059,	0.0,	0.09647058823529411
0.99,		0.8988235294117647,	0.0,	0.1011764705882353
1.0,		0.8976470588235295,	0.0,	0.10235294117647059
