Threshold,	Accuracy Rate,		Type I Error,		Type II Error
0.49,		0.6282352941176471,	0.37176470588235294,	0.0
0.5,		0.6541176470588236,	0.3458823529411765,	0.0
0.51,		0.6764705882352942,	0.3235294117647059,	0.0
0.52,		0.6952941176470588,	0.30470588235294116,	0.0
0.53,		0.7141176470588235,	0.2858823529411765,	0.0
0.54,		0.7329411764705882,	0.26705882352941174,	0.0
0.55,		0.7435294117647059,	0.2564705882352941,	0.0
0.56,		0.7552941176470588,	0.2447058823529412,	0.0
0.57,		0.7670588235294118,	0.23294117647058823,	0.0
0.58,		0.7764705882352941,	0.2235294117647059,	0.0
0.59,		0.788235294117647,	0.21176470588235294,	0.0
0.6,		0.8,	0.2,	0.0
0.61,		0.8058823529411765,	0.19411764705882353,	0.0
0.62,		0.8235294117647058,	0.17647058823529413,	0.0
0.63,		0.8376470588235294,	0.1623529411764706,	0.0
0.64,		0.8529411764705882,	0.14588235294117646,	0.001176470588235294
0.65,		0.8564705882352941,	0.1423529411764706,	0.001176470588235294
0.66,		0.8635294117647059,	0.13411764705882354,	0.002352941176470588
0.67,		0.8694117647058823,	0.12588235294117647,	0.004705882352941176
0.68,		0.8823529411764706,	0.11058823529411765,	0.007058823529411765
0.69,		0.8894117647058823,	0.10352941176470588,	0.007058823529411765
0.7,		0.8988235294117647,	0.09411764705882353,	0.007058823529411765
0.71,		0.9035294117647059,	0.08941176470588236,	0.007058823529411765
0.72,		0.9129411764705883,	0.07882352941176471,	0.00823529411764706
0.73,		0.92,	0.07176470588235294,	0.00823529411764706
0.74,		0.9294117647058824,	0.0611764705882353,	0.009411764705882352
0.75,		0.9352941176470588,	0.05411764705882353,	0.010588235294117647
0.76,		0.9352941176470588,	0.05058823529411765,	0.01411764705882353
0.77,		0.9364705882352942,	0.04941176470588235,	0.01411764705882353
0.78,		0.9435294117647058,	0.042352941176470586,	0.01411764705882353
0.79,		0.9482352941176471,	0.036470588235294116,	0.015294117647058824
0.8,		0.9494117647058824,	0.03411764705882353,	0.01647058823529412
0.81,		0.9482352941176471,	0.03294117647058824,	0.018823529411764704
0.82,		0.9564705882352941,	0.023529411764705882,	0.02
0.83,		0.9552941176470588,	0.021176470588235293,	0.023529411764705882
0.84,		0.9482352941176471,	0.02,	0.03176470588235294
0.85,		0.9470588235294117,	0.018823529411764704,	0.03411764705882353
0.86,		0.9423529411764706,	0.01647058823529412,	0.041176470588235294
0.87,		0.9388235294117647,	0.011764705882352941,	0.04941176470588235
0.88,		0.9329411764705883,	0.00823529411764706,	0.058823529411764705
0.89,		0.9247058823529412,	0.00823529411764706,	0.06705882352941177
0.9,		0.9223529411764706,	0.007058823529411765,	0.07058823529411765
0.91,		0.9223529411764706,	0.0035294117647058825,	0.07411764705882352
0.92,		0.9176470588235294,	0.0035294117647058825,	0.07882352941176471
0.93,		0.908235294117647,	0.001176470588235294,	0.09058823529411765
0.94,		0.9058823529411765,	0.001176470588235294,	0.09294117647058824
0.95,		0.9035294117647059,	0.0,	0.09647058823529411
0.96,		0.9011764705882352,	0.0,	0.0988235294117647
0.97,		0.9,	0.0,	0.1
0.98,		0.8976470588235295,	0.0,	0.10235294117647059
0.99,		0.8976470588235295,	0.0,	0.10235294117647059
1.0,		0.8976470588235295,	0.0,	0.10235294117647059
